username,community_name,joinedAt,role,isActive
mooremarcus,r/Valorant,2026-02-14,Moderator,false
webbbethany,r/EldenRing,2026-01-14,Moderator,false
michellestevens,r/truegaming,2026-02-06,Member,false
jeffreymelton,r/NintendoSwitch,2026-03-23,Moderator,false
johngeorge,r/EldenRing,2026-01-06,Moderator,false
sarahschmidt,r/NintendoSwitch,2026-03-19,Moderator,true
jlynch,r/Valorant,2026-02-16,Member,false
samantha85,r/Helldivers,2026-03-15,Moderator,true
amanda81,r/FortniteBR,2026-02-17,Moderator,true
samuelperry,r/NintendoSwitch,2026-02-19,Member,false
joanshelton,r/Minecraft,2026-01-14,Moderator,false
ryan93,r/GlobalOffensive,2026-01-17,Moderator,true
maryhines,r/Minecraft,2026-03-27,Member,false
nicole89,r/Helldivers,2026-01-15,Member,false
robertskristin,r/Minecraft,2026-04-09,Moderator,true
wgray,r/skyrim,2026-04-28,Member,true
jaredgibson,r/NintendoSwitch,2026-04-16,Member,false
kristin65,r/patientgamers,2026-03-12,Moderator,true
gilmorecarl,r/NintendoSwitch,2026-04-10,Moderator,true
alisondiaz,r/GlobalOffensive,2026-04-05,Member,true
iperry,r/PS5,2026-03-11,Member,false
elizabethhernandez,r/indiegames,2026-04-12,Moderator,true
henryrandy,r/EldenRing,2026-01-06,Member,false
holly60,r/gaming,2026-02-16,Moderator,true
victor09,r/NintendoSwitch,2026-03-02,Member,false
rubiodalton,r/indiegames,2026-03-14,Member,false
wodonnell,r/NintendoSwitch,2026-03-17,Member,true
jason59,r/EldenRing,2026-03-05,Moderator,false
rachelmanning,r/gaming,2026-03-14,Member,false
carsonadam,r/skyrim,2026-04-25,Moderator,false
christine64,r/gaming,2026-04-12,Member,true
jrhodes,r/FortniteBR,2026-01-06,Member,false
jeffreycamacho,r/EldenRing,2026-02-08,Moderator,false
jessica53,r/leagueoflegends,2026-01-22,Member,true
elizabethshaw,r/gaming,2026-03-17,Moderator,true
jreynolds,r/indiegames,2026-03-23,Member,true
morrisdanielle,r/indiegames,2026-04-18,Member,true
yhendrix,r/skyrim,2026-02-13,Moderator,false
piercethomas,r/gaming,2026-03-25,Member,false
shermanmelissa,r/gaming,2026-02-13,Member,false
nashjustin,r/Minecraft,2026-04-25,Member,false
linda63,r/indiegames,2026-02-16,Moderator,false
georgerobinson,r/NintendoSwitch,2026-04-09,Moderator,false
scollins,r/skyrim,2026-01-27,Moderator,false
williamsanchez,r/Minecraft,2026-04-04,Moderator,true
rayjohn,r/EldenRing,2026-04-18,Member,true
mgriffin,r/truegaming,2026-03-24,Moderator,false
newmaneric,r/FortniteBR,2026-03-30,Moderator,true
jacqueline19,r/NintendoSwitch,2026-04-26,Member,false
theresawood,r/NintendoSwitch,2026-03-23,Moderator,true
bestalexis,r/patientgamers,2026-03-01,Member,false
perezrobert,r/FortniteBR,2026-04-08,Moderator,true
simpsonmatthew,r/PS5,2026-03-24,Moderator,true
vhurley,r/truegaming,2026-03-11,Moderator,true
dustinperry,r/EldenRing,2026-01-31,Member,true
victoria29,r/truegaming,2026-03-26,Moderator,false
chelsea39,r/NintendoSwitch,2026-01-12,Member,true
sara63,r/Minecraft,2026-03-24,Moderator,true
jessica54,r/Valorant,2026-04-01,Member,false
sarah10,r/leagueoflegends,2026-04-25,Moderator,false
jeffreymarquez,r/pcmasterrace,2026-02-21,Member,true
collinsryan,r/FortniteBR,2026-03-31,Member,true
jonesmark,r/NintendoSwitch,2026-03-31,Member,true
alan35,r/Helldivers,2026-03-13,Member,false
johnvaughn,r/indiegames,2026-01-23,Moderator,true
jaredruiz,r/GlobalOffensive,2026-04-23,Member,false
wharrison,r/gaming,2026-02-01,Moderator,false
latoya71,r/Helldivers,2026-02-01,Member,true
mchristensen,r/indiegames,2026-01-26,Moderator,false
johnmoody,r/FortniteBR,2026-02-23,Member,true
john90,r/GlobalOffensive,2026-04-04,Moderator,false
cole20,r/Helldivers,2026-03-22,Moderator,false
leachevan,r/FortniteBR,2026-01-08,Moderator,false
brobinson,r/patientgamers,2026-02-07,Member,false
ggreen,r/pcmasterrace,2026-01-27,Moderator,false
bbrown,r/PS5,2026-01-31,Member,true
frenchryan,r/NintendoSwitch,2026-03-04,Moderator,true
lawrence74,r/Minecraft,2026-01-27,Member,true
eperry,r/NintendoSwitch,2026-02-08,Member,true
ashley00,r/truegaming,2026-01-10,Moderator,true
hmoss,r/indiegames,2026-02-16,Member,false
jason42,r/EldenRing,2026-01-23,Member,false
stephenkoch,r/NintendoSwitch,2026-01-20,Moderator,false
hayesbrandon,r/truegaming,2026-02-27,Moderator,false
ronalddurham,r/EldenRing,2026-03-04,Moderator,false
dean18,r/patientgamers,2026-01-27,Moderator,true
apeterson,r/patientgamers,2026-02-26,Moderator,true
nrodriguez,r/PS5,2026-01-29,Moderator,true
bowmanjoseph,r/Helldivers,2026-03-09,Moderator,false
robertparks,r/EldenRing,2026-04-01,Moderator,false
hwilliams,r/Valorant,2026-01-03,Member,true
conniecox,r/NintendoSwitch,2026-04-15,Moderator,true
aliciahall,r/leagueoflegends,2026-01-15,Member,false
tamara50,r/Minecraft,2026-02-23,Moderator,true
mitchelllaura,r/Helldivers,2026-01-26,Moderator,false
maria55,r/Minecraft,2026-03-29,Moderator,true
millerjanice,r/PS5,2026-01-02,Member,true
laurenmorgan,r/NintendoSwitch,2026-04-28,Moderator,false
lawrencebolton,r/PS5,2026-01-08,Moderator,false
sueramirez,r/skyrim,2026-04-05,Member,false
ljackson,r/Valorant,2026-02-06,Moderator,true
connie38,r/Minecraft,2026-03-14,Moderator,false
kbrown,r/truegaming,2026-03-17,Moderator,false
jlynch,r/GlobalOffensive,2026-01-07,Member,false
jessica88,r/GlobalOffensive,2026-03-21,Member,true
anthonybullock,r/gaming,2026-01-04,Moderator,false
tfuller,r/patientgamers,2026-03-06,Member,true
richardtran,r/Valorant,2026-03-17,Moderator,false
frogers,r/truegaming,2026-01-18,Moderator,false
john34,r/patientgamers,2026-02-21,Member,true
brewerlaura,r/truegaming,2026-01-31,Member,true
brandon67,r/indiegames,2026-01-29,Member,false
morrisdanielle,r/NintendoSwitch,2026-03-14,Member,true
achen,r/gaming,2026-02-20,Member,true
matthew56,r/truegaming,2026-03-29,Member,true
taylorlee,r/indiegames,2026-03-04,Moderator,false
yolanda25,r/Minecraft,2026-03-16,Moderator,true
kevin48,r/gaming,2026-04-16,Moderator,false
kevin48,r/Valorant,2026-04-18,Moderator,true
mark77,r/FortniteBR,2026-04-28,Member,true
anthonywilkinson,r/NintendoSwitch,2026-01-27,Moderator,false
chall,r/Helldivers,2026-03-27,Moderator,true
swilliamson,r/indiegames,2026-02-05,Moderator,false
tonyagreene,r/patientgamers,2026-01-06,Member,true
jim50,r/pcmasterrace,2026-03-22,Member,true
barrettrebekah,r/gaming,2026-04-19,Moderator,false
courtneysmith,r/PS5,2026-04-03,Moderator,false
myersjames,r/leagueoflegends,2026-03-30,Moderator,false
dana03,r/FortniteBR,2026-01-26,Moderator,false
jeffreymelton,r/gaming,2026-03-07,Member,true
marcus35,r/skyrim,2026-02-07,Member,false
jacobshea,r/skyrim,2026-03-09,Moderator,false
ggreen,r/Valorant,2026-01-01,Member,true
hodgesdavid,r/patientgamers,2026-03-22,Moderator,true
ryan82,r/GlobalOffensive,2026-04-02,Member,false
david28,r/FortniteBR,2026-04-01,Moderator,true
arnolddenise,r/Minecraft,2026-02-17,Member,true
millerluis,r/pcmasterrace,2026-03-31,Moderator,true
richard16,r/EldenRing,2026-02-14,Member,false
johndonaldson,r/NintendoSwitch,2026-03-01,Member,true
michaelpatton,r/GlobalOffensive,2026-04-03,Moderator,true
rcampbell,r/EldenRing,2026-02-20,Member,false
kevin88,r/indiegames,2026-01-05,Member,true
elizabethtorres,r/NintendoSwitch,2026-01-23,Member,false
reedian,r/leagueoflegends,2026-02-02,Member,true
riverastephanie,r/truegaming,2026-03-01,Moderator,true
wscott,r/pcmasterrace,2026-03-06,Member,true
nguyenrachel,r/truegaming,2026-01-16,Member,true
zroach,r/Helldivers,2026-02-03,Moderator,false
foxlarry,r/Helldivers,2026-02-01,Moderator,false
jennifer38,r/Helldivers,2026-03-25,Moderator,true
justinevans,r/PS5,2026-01-22,Moderator,false
mark29,r/EldenRing,2026-03-09,Member,false
barnettjennifer,r/Minecraft,2026-03-06,Moderator,true
jillianjohnson,r/gaming,2026-01-04,Moderator,true
heidileonard,r/FortniteBR,2026-03-23,Moderator,false
hayesbrandon,r/Valorant,2026-04-04,Member,false
timothyfranklin,r/leagueoflegends,2026-01-11,Member,true
yblankenship,r/Minecraft,2026-01-16,Moderator,false
sharpanthony,r/skyrim,2026-01-15,Member,false
megansmith,r/Helldivers,2026-02-14,Member,false
melissareed,r/gaming,2026-04-25,Moderator,true
michelesanders,r/PS5,2026-01-11,Moderator,false
patrick19,r/indiegames,2026-02-23,Member,true
ewingnatalie,r/pcmasterrace,2026-02-20,Moderator,false
wrobinson,r/leagueoflegends,2026-03-24,Member,false
cervantesjillian,r/leagueoflegends,2026-02-11,Member,true
heatherjohnston,r/FortniteBR,2026-01-16,Moderator,false
michaelrobinson,r/pcmasterrace,2026-03-02,Moderator,false
acostarick,r/gaming,2026-04-05,Moderator,true
brandonjohnson,r/indiegames,2026-04-13,Member,true
rmiller,r/pcmasterrace,2026-02-24,Moderator,true
tthomas,r/EldenRing,2026-03-24,Member,true
bradley93,r/pcmasterrace,2026-03-12,Member,true
bentonalicia,r/indiegames,2026-04-17,Member,true
morganashley,r/Valorant,2026-03-02,Moderator,true
ryan82,r/skyrim,2026-01-05,Moderator,false
mary52,r/indiegames,2026-02-01,Member,false
amy68,r/GlobalOffensive,2026-04-12,Member,false
brandongonzalez,r/leagueoflegends,2026-02-28,Member,false
adurham,r/indiegames,2026-01-06,Member,true
william93,r/EldenRing,2026-01-31,Member,true
april82,r/Helldivers,2026-01-03,Member,true
tracygregory,r/leagueoflegends,2026-03-25,Member,false
qduncan,r/Valorant,2026-04-26,Moderator,false
christopher67,r/Helldivers,2026-01-14,Moderator,true
elizabethrogers,r/NintendoSwitch,2026-03-04,Moderator,true
ian90,r/GlobalOffensive,2026-04-04,Member,true
bevans,r/NintendoSwitch,2026-01-30,Member,false
webbbethany,r/gaming,2026-01-20,Member,true
amy29,r/NintendoSwitch,2026-01-15,Member,false
walkerjamie,r/Helldivers,2026-04-01,Member,false
barnettjennifer,r/leagueoflegends,2026-01-27,Member,true
christopher51,r/Valorant,2026-01-21,Moderator,false
brentstanley,r/leagueoflegends,2026-01-21,Moderator,false
lewismatthew,r/PS5,2026-01-13,Moderator,true
robin53,r/PS5,2026-04-05,Member,true
valerieberry,r/truegaming,2026-01-27,Member,false
rodneygallagher,r/pcmasterrace,2026-02-02,Moderator,true
callen,r/leagueoflegends,2026-03-30,Moderator,true
parkjohnathan,r/truegaming,2026-02-10,Member,false
edwardsricky,r/skyrim,2026-02-09,Moderator,true
kevinbutler,r/Minecraft,2026-01-06,Member,true
jose53,r/gaming,2026-01-17,Member,true
susan01,r/Helldivers,2026-03-22,Member,true
veronica25,r/gaming,2026-01-25,Moderator,false
jennifer45,r/indiegames,2026-01-31,Moderator,true
william72,r/skyrim,2026-03-01,Moderator,true
fwise,r/skyrim,2026-01-22,Member,true
paulschwartz,r/leagueoflegends,2026-04-15,Moderator,true
cmiller,r/Minecraft,2026-02-15,Moderator,false
lbest,r/truegaming,2026-02-04,Member,true
oli,r/Valorant,2026-04-02,Member,false
rodriguezangela,r/patientgamers,2026-04-16,Member,false
john47,r/truegaming,2026-01-19,Moderator,false
shawnmartinez,r/skyrim,2026-01-18,Moderator,true
stephanieherrera,r/skyrim,2026-01-30,Moderator,false
rgreene,r/EldenRing,2026-01-29,Moderator,false
tylerelizabeth,r/Helldivers,2026-02-22,Moderator,true
eriktaylor,r/Minecraft,2026-03-21,Moderator,false
laura22,r/gaming,2026-02-14,Member,true
dstone,r/FortniteBR,2026-02-24,Member,true
michelle85,r/leagueoflegends,2026-01-11,Member,true
mayrachel,r/patientgamers,2026-03-22,Member,true
greggjones,r/skyrim,2026-02-11,Member,false
andrewrobertson,r/gaming,2026-01-08,Moderator,true
brucemichael,r/leagueoflegends,2026-03-08,Member,false
ramirezjeffrey,r/Valorant,2026-01-16,Moderator,true
hollowaybrent,r/Helldivers,2026-02-26,Moderator,false
chad52,r/Minecraft,2026-01-16,Member,false
ashleywashington,r/NintendoSwitch,2026-01-19,Moderator,false
susan01,r/PS5,2026-02-28,Member,false
yalvarado,r/truegaming,2026-04-09,Moderator,false
jacobjones,r/skyrim,2026-01-16,Moderator,true
yhernandez,r/patientgamers,2026-01-02,Moderator,false
phillipbarron,r/PS5,2026-03-23,Moderator,true
andres44,r/FortniteBR,2026-03-27,Moderator,true
davidmontgomery,r/FortniteBR,2026-01-01,Member,true
john56,r/leagueoflegends,2026-02-07,Moderator,false
tmadden,r/leagueoflegends,2026-04-03,Member,false
snydershawn,r/Helldivers,2026-03-02,Moderator,false
patrick92,r/patientgamers,2026-02-18,Moderator,true
jonathan45,r/GlobalOffensive,2026-04-21,Moderator,true
victor72,r/Minecraft,2026-03-26,Member,true
cunninghamvalerie,r/FortniteBR,2026-01-08,Moderator,true
dkeller,r/patientgamers,2026-01-25,Member,false
barrettkeith,r/Helldivers,2026-01-25,Member,false
david62,r/NintendoSwitch,2026-01-18,Member,false
wwilson,r/skyrim,2026-04-23,Member,true
pblack,r/PS5,2026-01-15,Moderator,true
gravesdavid,r/GlobalOffensive,2026-01-21,Moderator,true
kimberlygross,r/FortniteBR,2026-01-19,Member,false
ritamartin,r/EldenRing,2026-04-25,Moderator,true
jasonallen,r/patientgamers,2026-03-23,Moderator,false
buckleyjacob,r/PS5,2026-03-31,Member,false
maria72,r/Minecraft,2026-01-10,Moderator,true
daisy16,r/truegaming,2026-01-20,Member,true
jroberts,r/Valorant,2026-01-06,Member,true
joshuadavis,r/PS5,2026-04-18,Member,true
maurice47,r/patientgamers,2026-01-31,Member,false
derek30,r/Helldivers,2026-03-08,Member,false
ellissamuel,r/NintendoSwitch,2026-01-26,Moderator,true
thompsonanna,r/Valorant,2026-01-26,Member,true
christianmichael,r/skyrim,2026-01-08,Member,true
bradybarnett,r/EldenRing,2026-04-12,Moderator,false
cohensandra,r/skyrim,2026-01-04,Moderator,true
bobbylopez,r/PS5,2026-01-14,Member,true
castanedalisa,r/FortniteBR,2026-01-23,Member,false
ugreene,r/patientgamers,2026-04-28,Moderator,false
yperez,r/leagueoflegends,2026-02-03,Member,true
richmondjay,r/EldenRing,2026-04-08,Member,false
qmercer,r/skyrim,2026-03-23,Member,false
cdavenport,r/Minecraft,2026-02-25,Moderator,false
jayclayton,r/Minecraft,2026-02-15,Member,true
maxwelljohn,r/GlobalOffensive,2026-01-18,Member,true
jacob19,r/truegaming,2026-04-02,Member,false
cmartin,r/pcmasterrace,2026-04-23,Member,true
anthony38,r/NintendoSwitch,2026-03-31,Moderator,false
foxsherri,r/Helldivers,2026-03-03,Member,false
tkelley,r/leagueoflegends,2026-02-21,Member,true
smithterri,r/truegaming,2026-01-03,Member,false
daniel45,r/EldenRing,2026-01-27,Member,true
hsimpson,r/Valorant,2026-04-23,Member,false
jonathan45,r/Valorant,2026-03-09,Moderator,true
osbornewilliam,r/leagueoflegends,2026-01-07,Member,true
tapiamichael,r/patientgamers,2026-02-24,Member,true
valerie09,r/Minecraft,2026-01-21,Member,true
hayesbrandon,r/gaming,2026-01-27,Member,true
wreilly,r/Helldivers,2026-01-26,Member,false
mark29,r/indiegames,2026-04-05,Member,false
margaretsmith,r/PS5,2026-03-23,Moderator,false
richardcox,r/GlobalOffensive,2026-03-31,Member,true
johnathanpalmer,r/Helldivers,2026-03-28,Member,true
randerson,r/EldenRing,2026-01-06,Moderator,true
finleyisaac,r/GlobalOffensive,2026-02-16,Moderator,false
amberbryant,r/indiegames,2026-01-18,Moderator,false
melinda64,r/leagueoflegends,2026-01-29,Moderator,true
johndonaldson,r/Valorant,2026-02-09,Member,false
ian90,r/truegaming,2026-04-24,Member,false
zacharylyons,r/Minecraft,2026-01-25,Moderator,false
dannyjensen,r/PS5,2026-01-06,Member,false
vrodriguez,r/pcmasterrace,2026-02-04,Member,false
vanessa87,r/gaming,2026-04-19,Member,true
portercynthia,r/EldenRing,2026-02-01,Moderator,true
pmclaughlin,r/leagueoflegends,2026-03-03,Member,false
philliprogers,r/GlobalOffensive,2026-03-13,Member,true
nathanweiss,r/indiegames,2026-04-22,Member,true
susanwiggins,r/PS5,2026-02-15,Moderator,true
fmaldonado,r/truegaming,2026-03-14,Member,false
johnsontheodore,r/Minecraft,2026-02-12,Member,true
devin68,r/truegaming,2026-03-02,Moderator,true
knoxstephen,r/NintendoSwitch,2026-03-27,Member,true
eriktaylor,r/NintendoSwitch,2026-03-16,Member,false
michaelcolleen,r/patientgamers,2026-04-14,Member,false
dominiquevasquez,r/GlobalOffensive,2026-03-02,Member,false
david77,r/gaming,2026-04-21,Member,true
stewartjade,r/leagueoflegends,2026-02-16,Member,false
thomas41,r/indiegames,2026-03-01,Moderator,false
fwinters,r/gaming,2026-03-12,Member,false
mary04,r/patientgamers,2026-02-23,Moderator,true
xwilliams,r/indiegames,2026-03-01,Moderator,false
ucollins,r/patientgamers,2026-02-07,Moderator,false
olivertimothy,r/patientgamers,2026-04-01,Moderator,false
lukepeterson,r/Valorant,2026-01-21,Member,false
coxwilliam,r/Valorant,2026-01-25,Member,true
sara82,r/patientgamers,2026-01-30,Moderator,false
amanda43,r/indiegames,2026-01-27,Moderator,true
alexandria81,r/gaming,2026-04-10,Moderator,false
masonkatherine,r/gaming,2026-03-03,Moderator,false
trujilloadam,r/indiegames,2026-04-20,Member,true
ryanward,r/GlobalOffensive,2026-04-07,Member,true
ihicks,r/patientgamers,2026-03-27,Member,true
lauren72,r/EldenRing,2026-01-13,Member,false
brittany29,r/Helldivers,2026-02-24,Member,true
buckleyanne,r/GlobalOffensive,2026-04-11,Moderator,true
marilynjames,r/skyrim,2026-02-24,Moderator,true
samuel06,r/skyrim,2026-03-28,Moderator,true
ukane,r/EldenRing,2026-04-23,Member,true
keiththompson,r/Helldivers,2026-02-26,Member,true
guzmanbrandi,r/leagueoflegends,2026-03-21,Member,false
ruiznatalie,r/FortniteBR,2026-03-24,Member,true
wwalton,r/skyrim,2026-04-11,Member,true
graypatrick,r/Minecraft,2026-01-21,Member,true
williamwilliams,r/gaming,2026-01-04,Member,true
owalker,r/truegaming,2026-02-19,Moderator,true
jose13,r/truegaming,2026-04-13,Member,true
stacey43,r/Valorant,2026-01-12,Moderator,true
rebekah22,r/patientgamers,2026-04-03,Member,true
cassandragarcia,r/Helldivers,2026-04-02,Member,false
chelsea03,r/skyrim,2026-01-21,Member,true
ojohnson,r/EldenRing,2026-02-25,Moderator,true
cguerrero,r/indiegames,2026-03-22,Moderator,true
fdeleon,r/Helldivers,2026-01-08,Moderator,true
derek30,r/leagueoflegends,2026-01-28,Member,true
pricerebecca,r/Helldivers,2026-02-24,Member,false
hutchinsonlorraine,r/NintendoSwitch,2026-03-14,Moderator,false
david62,r/truegaming,2026-04-27,Moderator,false
mayclaudia,r/leagueoflegends,2026-03-15,Moderator,false
sean70,r/Helldivers,2026-03-12,Moderator,false
evanzavala,r/pcmasterrace,2026-01-18,Member,true
chelsea21,r/GlobalOffensive,2026-03-06,Member,true
smithholly,r/Minecraft,2026-01-22,Moderator,false
rodriguezmichelle,r/leagueoflegends,2026-03-08,Moderator,true
sanchezrenee,r/Valorant,2026-02-27,Moderator,true
davisdiane,r/leagueoflegends,2026-04-14,Member,false
mooremia,r/patientgamers,2026-04-12,Moderator,false
eharrington,r/pcmasterrace,2026-03-17,Member,true
wagnerdavid,r/gaming,2026-03-30,Moderator,false
jack28,r/Minecraft,2026-01-07,Moderator,false
donnahall,r/EldenRing,2026-01-28,Member,false
derek06,r/NintendoSwitch,2026-02-08,Member,false
monicawilliams,r/FortniteBR,2026-02-11,Moderator,false
melissamartin,r/Valorant,2026-02-09,Moderator,false
stewartmiranda,r/pcmasterrace,2026-03-07,Member,false
kenneth78,r/skyrim,2026-03-16,Member,true
martinmichael,r/Helldivers,2026-03-26,Moderator,true
xholt,r/GlobalOffensive,2026-04-12,Moderator,true
jessicahogan,r/gaming,2026-02-13,Moderator,false
robin35,r/Minecraft,2026-02-24,Member,false
lunadebbie,r/Valorant,2026-01-12,Moderator,false
jessica53,r/pcmasterrace,2026-03-11,Moderator,false
cbeck,r/NintendoSwitch,2026-03-26,Member,false
ramirezsean,r/patientgamers,2026-02-07,Moderator,true
campostimothy,r/patientgamers,2026-02-07,Moderator,false
jgarcia,r/skyrim,2026-03-06,Moderator,false
aaguilar,r/GlobalOffensive,2026-03-05,Moderator,true
pgomez,r/skyrim,2026-04-28,Moderator,false
kentbrandon,r/gaming,2026-04-20,Moderator,true
james01,r/indiegames,2026-03-09,Moderator,true
lindsey25,r/skyrim,2026-02-19,Member,true
nicholasyates,r/PS5,2026-02-19,Member,false
rmorales,r/pcmasterrace,2026-04-15,Moderator,true
margaretmartin,r/indiegames,2026-03-20,Moderator,false
thomasnicole,r/Minecraft,2026-04-27,Moderator,false
tamaramedina,r/FortniteBR,2026-01-10,Member,false
erickerr,r/EldenRing,2026-02-21,Member,true
sarahbrown,r/EldenRing,2026-01-10,Moderator,true
gamblecharles,r/FortniteBR,2026-03-28,Member,false
scott48,r/truegaming,2026-04-21,Moderator,false
ugreene,r/Minecraft,2026-04-25,Member,true
ltorres,r/PS5,2026-02-10,Member,false
bowerslarry,r/PS5,2026-04-10,Member,true
michelesanders,r/patientgamers,2026-04-18,Member,false
fbird,r/EldenRing,2026-01-13,Moderator,false
garrettsusan,r/Valorant,2026-04-24,Moderator,false
michelle13,r/PS5,2026-02-05,Member,true
ramirezjeffrey,r/skyrim,2026-04-24,Moderator,false
duarteisaiah,r/EldenRing,2026-02-10,Member,true
carlsonrhonda,r/leagueoflegends,2026-04-02,Member,true
heather69,r/truegaming,2026-03-25,Moderator,true
ashleyporter,r/FortniteBR,2026-02-04,Member,true
ffernandez,r/patientgamers,2026-02-12,Member,true
dustinriley,r/skyrim,2026-02-19,Moderator,false
douglaslarson,r/truegaming,2026-01-11,Moderator,true
rosariokimberly,r/GlobalOffensive,2026-01-13,Moderator,true
nprice,r/pcmasterrace,2026-04-13,Member,false
kimberlygreene,r/Minecraft,2026-03-05,Moderator,true
richardsondebra,r/EldenRing,2026-02-08,Member,false
carrollkaren,r/Valorant,2026-04-18,Moderator,false
kellysmith,r/truegaming,2026-03-31,Member,false
aweaver,r/patientgamers,2026-03-03,Member,false
timothy65,r/EldenRing,2026-01-05,Moderator,true
stevenmedina,r/Helldivers,2026-04-21,Moderator,true
mgalvan,r/indiegames,2026-01-11,Moderator,false
jonmiller,r/indiegames,2026-03-26,Member,false
jennifer28,r/NintendoSwitch,2026-04-05,Member,false
ashort,r/gaming,2026-04-12,Member,true
cruzjoseph,r/truegaming,2026-02-04,Moderator,false
youngtimothy,r/pcmasterrace,2026-03-25,Moderator,false
stevenskenneth,r/FortniteBR,2026-03-12,Moderator,true
mgriffin,r/skyrim,2026-03-11,Member,false
sharon87,r/Helldivers,2026-02-24,Member,true
tylerelizabeth,r/NintendoSwitch,2026-04-02,Moderator,true
tkelley,r/truegaming,2026-03-04,Moderator,false
caitlindaniel,r/gaming,2026-04-17,Member,true
fernando07,r/skyrim,2026-02-22,Moderator,true
zachary69,r/PS5,2026-03-03,Member,false
marcosutton,r/EldenRing,2026-03-30,Member,false
ihicks,r/patientgamers,2026-01-18,Member,false
umassey,r/PS5,2026-01-26,Moderator,true
maria88,r/GlobalOffensive,2026-04-24,Member,true
eclay,r/gaming,2026-02-26,Member,false
anna48,r/patientgamers,2026-02-10,Member,true
wrightkaren,r/pcmasterrace,2026-03-08,Moderator,true
yhernandez,r/Valorant,2026-03-12,Member,true
paula87,r/indiegames,2026-02-19,Moderator,false
robin53,r/Valorant,2026-01-28,Member,true
vblack,r/Helldivers,2026-01-28,Member,false
monique79,r/NintendoSwitch,2026-02-11,Member,false
amora,r/skyrim,2026-04-22,Moderator,false
richardwatson,r/skyrim,2026-02-26,Moderator,false
thomas24,r/GlobalOffensive,2026-02-15,Moderator,true
hernandezangela,r/Minecraft,2026-03-03,Moderator,false
sanchezmichelle,r/truegaming,2026-01-12,Member,false
hrichards,r/Valorant,2026-01-16,Moderator,true
lwatkins,r/skyrim,2026-03-13,Member,false
vsampson,r/skyrim,2026-01-18,Moderator,true
christine64,r/gaming,2026-02-10,Member,true
knelson,r/GlobalOffensive,2026-04-18,Member,false
jonmiller,r/NintendoSwitch,2026-03-26,Moderator,true
wayne57,r/GlobalOffensive,2026-03-17,Member,false
rodriguezdouglas,r/truegaming,2026-03-06,Member,false
scottjames,r/gaming,2026-04-01,Moderator,false
todd35,r/Valorant,2026-03-29,Member,true
tylerwaters,r/Helldivers,2026-01-29,Member,false
moodydon,r/leagueoflegends,2026-03-09,Member,false
upierce,r/PS5,2026-03-13,Moderator,false
shawnmartinez,r/Minecraft,2026-02-17,Moderator,false
pwest,r/PS5,2026-03-24,Member,true
wisekristina,r/truegaming,2026-03-17,Member,true
hopkinsalexander,r/EldenRing,2026-04-19,Moderator,false
nrodriguez,r/skyrim,2026-02-12,Member,true
fbird,r/PS5,2026-03-29,Moderator,false
carmenturner,r/Valorant,2026-04-22,Moderator,true
jeremiah07,r/gaming,2026-04-24,Member,true
donnathompson,r/NintendoSwitch,2026-04-16,Member,true
julia54,r/truegaming,2026-03-04,Member,true
williamsmichael,r/pcmasterrace,2026-01-21,Member,true
clementscharles,r/patientgamers,2026-04-16,Member,false
leahchan,r/gaming,2026-04-09,Moderator,false
stephanie69,r/GlobalOffensive,2026-03-12,Moderator,false
acostarick,r/patientgamers,2026-01-01,Member,false
kelly29,r/GlobalOffensive,2026-03-20,Member,true
boylethomas,r/NintendoSwitch,2026-03-19,Moderator,false
xhernandez,r/leagueoflegends,2026-02-19,Member,true
joseph08,r/Helldivers,2026-04-22,Moderator,false
hsimpson,r/skyrim,2026-02-17,Member,true
mjordan,r/Minecraft,2026-02-25,Member,true
tyler68,r/leagueoflegends,2026-04-17,Member,false
johnhorton,r/NintendoSwitch,2026-01-30,Moderator,true
bboyd,r/truegaming,2026-03-14,Member,true
ellissamuel,r/gaming,2026-01-09,Moderator,false
april82,r/leagueoflegends,2026-01-07,Moderator,true
rfuentes,r/gaming,2026-01-11,Moderator,false
sbaxter,r/NintendoSwitch,2026-03-18,Moderator,false
bradley93,r/truegaming,2026-02-21,Moderator,false
jonathanschwartz,r/Valorant,2026-03-21,Moderator,true
jeffrey54,r/FortniteBR,2026-02-08,Moderator,true
renee89,r/Helldivers,2026-03-10,Moderator,false
jamie17,r/truegaming,2026-03-06,Moderator,true
sowens,r/EldenRing,2026-02-27,Moderator,false
margaretmiller,r/skyrim,2026-03-18,Moderator,true
steinmichael,r/PS5,2026-03-15,Member,false
ashley00,r/Minecraft,2026-01-08,Moderator,true
danielwilson,r/Minecraft,2026-02-25,Moderator,true
masonkatherine,r/FortniteBR,2026-01-27,Moderator,false
ymedina,r/GlobalOffensive,2026-03-19,Member,true
aprilmatthews,r/NintendoSwitch,2026-01-27,Member,false
ashleylopez,r/leagueoflegends,2026-03-23,Moderator,false
collierkevin,r/pcmasterrace,2026-04-12,Member,true
todd35,r/Valorant,2026-02-27,Moderator,false
conleyellen,r/Minecraft,2026-02-08,Moderator,false
schultzjoshua,r/truegaming,2026-01-13,Member,true
dkeller,r/skyrim,2026-01-14,Member,true
fwise,r/patientgamers,2026-02-12,Member,false
mcknightashley,r/patientgamers,2026-01-13,Moderator,true
burnsjames,r/PS5,2026-04-14,Member,false
owarner,r/patientgamers,2026-04-11,Moderator,false
